Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Belarus,BLR,Agricultural land (sq. km),AG.LND.AGRI.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93910,93540,93460,93390,93330,93060,93070,92810,92520,91280,90250,89860,89570,89490,89580,89160,89170,89270,88980,88750,87960,87260,,,
Belize,BLZ,Agricultural land (sq. km),AG.LND.AGRI.K2,,790,790,800,800,800,810,810,810,820,820,830,830,840,840,850,850,860,930,940,960,970,970,970,970,1010,1030,1120,1150,1200,1260,1300,1360,1430,1430,1460,1470,1480,1480,1500,1490,1490,1520,1520,1520,1520,1520,1520,1520,1550,1570,1570,1600,1600,,,
Bermuda,BMU,Agricultural land (sq. km),AG.LND.AGRI.K2,,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,,,
"Bolivia, Plurinational State of",BOL,Agricultural land (sq. km),AG.LND.AGRI.K2,,300420,299420,298070,298780,299150,299510,299880,300240,302610,302970,307340,312700,313080,318430,323800,324160,329530,329890,335250,335620,340990,341360,341730,347170,346870,352030,352270,352500,354700,354550,357960,358310,362130,363510,366000,366840,368740,369820,370690,371430,371560,373110,366470,366170,369620,370680,371500,372490,373410,371880,372270,375820,376700,,,
Brazil,BRA,Agricultural land (sq. km),AG.LND.AGRI.K2,,1505310,1559130,1615110,1660410,1703950,1750940,1795890,1852230,1937780,1953970,1996320,2028370,2058610,2100430,2134160,2160070,2185500,2200390,2225130,2242780,2258240,2281360,2288210,2299240,2310410,2340550,2357910,2376870,2394320,2416080,2449410,2467090,2494630,2514180,2584720,2590190,2595660,2601120,2607590,2614060,2634650,2658680,2684690,2721320,2724326,2727840,2716380,2735000,2735400,2734630,2753730,2756070,2788081,,,
Barbados,BRB,Agricultural land (sq. km),AG.LND.AGRI.K2,,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,180,180,180,170,170,160,160,160,160,160,160,150,140,140,140,,,
Brunei Darussalam,BRN,Agricultural land (sq. km),AG.LND.AGRI.K2,,210,210,210,240,240,230,230,240,240,240,190,180,180,180,180,170,150,150,150,140,140,130,130,120,120,120,120,120,120,110,110,110,110,110,100,100,100,100,100,100,110,110,110,110,110,103,114,114,134,134,134,134,144,,,
Bhutan,BTN,Agricultural land (sq. km),AG.LND.AGRI.K2,,3610,3630,3630,3650,3660,3680,3680,3700,3700,3820,3820,3850,3850,3920,3920,3980,4000,4000,4050,4130,4130,4180,4300,4440,4440,4440,4650,4600,4520,4540,5040,5040,5050,5090,5650,5700,5720,5720,5720,5300,5350,5350,5370,5840,5930,5770,5630,5213,5200,5200,5196,5196,5196,,,
Botswana,BWA,Agricultural land (sq. km),AG.LND.AGRI.K2,,260000,260000,260000,260000,260010,260010,260010,260010,260010,260010,260010,260020,260020,260020,260020,260020,260020,260020,260040,260040,260040,260060,260060,260060,260080,260080,260100,260100,260150,260210,259010,258510,259510,259960,259460,259460,259010,258310,258410,259510,258010,258460,257960,258270,258415,258030,257840,258810,259180,258610,259260,258870,258740,,,
Central African Republic,CAF,Agricultural land (sq. km),AG.LND.AGRI.K2,,47380,47480,47560,47700,47800,47900,48000,48100,48200,48300,48400,48500,48600,48700,48900,49000,49100,49200,49300,49450,49450,49600,49700,49820,49830,50040,50050,50060,50060,50060,50080,50200,50200,50200,50100,50220,51230,51490,51490,51490,51490,51490,51950,52150,52150,52100,52100,52100,52300,50800,50800,50800,50800,,,
Canada,CAN,Agricultural land (sq. km),AG.LND.AGRI.K2,,698250,699530,700810,702080,703370,704640,701040,697430,693820,690210,686610,686130,685660,685190,684720,684250,679180,674110,669030,663960,658890,662760,666640,670510,674390,678250,678120,677980,677820,677680,677530,678140,678740,679340,679940,680550,679440,678340,677230,676130,675020,675170,675350,675510,675690,659540,652824,646108,639402,632686,625970,653460,652510,,,
Central Europe and the Baltics,CEB,Agricultural land (sq. km),AG.LND.AGRI.K2,,476790,476470,475850,476230,474830,475110,474340,475330,474350,473580,473070,471820,470470,470060,468950,471090,470540,469850,468720,467790,466380,466180,466080,466570,466420,466060,466390,465880,462170,461950,461720,560840,624860,621440,615910,610780,610260,605100,604520,591050,575370,562640,553230,545343,545880,544537,533499,534922,534426,525221,526962,523253,523029,,,
Switzerland,CHE,Agricultural land (sq. km),AG.LND.AGRI.K2,,17363,17334,17192,17104,17016,16957,16888,16861,16874,16739,16654,16628,16537,16475,16438,16426,16414,16449,16587,16539,16490,16441,16393,16345,16296,16248,16200,16151,16104,16057,16009,15962,15915,15868,15821,15788,15757,15723,15691,15660,15626,15595,15562,15532,15500,15468,15435,15406,15375,15346,15316,15287,15257,,,
Channel Islands,CHI,Agricultural land (sq. km),AG.LND.AGRI.K2,,90,90,90,90,90,90,90,90,89,89,89,89,88,88,88,88,88,87,87,87,87,87,86,86,86,86,86,85,85,85,85,85,84,84,84,84,81,80,79,79,75,74,74,75,76,84,82,81,88,91,96,95,"94,2",,,
Chile,CHL,Agricultural land (sq. km),AG.LND.AGRI.K2,,133860,135560,137260,138980,140690,142380,144580,146780,148480,151000,153500,156000,158380,162500,165500,172000,171000,170000,169000,168500,167500,166000,165500,165000,164720,164360,161630,161540,161690,158990,157890,155560,154770,154500,153300,152320,152220,152190,150600,151100,151500,155650,154250,159350,158850,158000,157360,157760,157860,157430,157594,"158089,8",157810,,,
China,CHN,Agricultural land (sq. km),AG.LND.AGRI.K2,,3423500,3451000,3479500,3508000,3546000,3582000,3618000,3654000,3700000,3746000,3792500,3838700,3894800,3961000,4007100,4066600,4126000,4184700,4231900,4276040,4329090,4425180,4529280,4645370,4763470,4824560,4877660,4933750,4994850,5056940,5113790,5143140,5182230,5228330,5228330,5228720,5233330,5236830,5231330,5220030,5199150,5185330,5161330,5164330,5174330,5141330,5145680,5145490,5145530,5145500,5145530,5145530,5145530,,,
Côte d'Ivoire,CIV,Agricultural land (sq. km),AG.LND.AGRI.K2,,156800,158800,158800,159800,160800,160800,161500,161500,162000,162000,163000,163100,164400,166250,167150,168400,170800,172100,172250,172550,173700,174900,175840,179010,181800,182800,184000,187200,188200,189300,189500,192000,195020,197000,198000,198000,197000,197000,196000,196000,196000,196000,196000,200000,202000,203000,206000,206000,206000,206000,206000,206000,206000,,,
Cameroon,CMR,Agricultural land (sq. km),AG.LND.AGRI.K2,,75100,75700,76200,76800,77400,78000,78700,79200,79700,79780,80280,80950,81600,82800,83950,85100,86440,86710,89120,89300,89600,90100,90600,91100,91600,92300,92100,92100,91900,91700,91500,91600,91600,91600,91600,91600,91600,91600,91600,91600,91600,91600,91600,92100,92130,92130,92130,92630,93130,97000,97500,97500,97500,,,
Congo,COG,Agricultural land (sq. km),AG.LND.AGRI.K2,,105400,105400,105420,105430,105430,105430,105430,105430,105440,105480,105480,105500,105540,105580,105620,105680,105650,105200,105220,105250,105280,105540,105580,105620,105680,105650,105400,105420,105440,105210,105230,105250,105300,105180,105200,105220,105360,105380,105440,105400,105400,105400,105400,105450,105470,105500,105500,105500,105630,105760,105960,106020,106270,,,
Colombia,COL,Agricultural land (sq. km),AG.LND.AGRI.K2,,399700,409720,414930,419950,430080,430200,430230,430250,430300,430300,450540,450680,450840,450990,451150,451300,453150,452610,452770,452920,453080,453230,453390,453560,453750,453950,454010,452830,451830,450830,448840,449830,449030,448650,445130,449200,450820,455430,456680,448590,417450,416070,420510,423910,425570,421740,424360,426140,425400,425030,417210,426176,448156,,,
Comoros,COM,Agricultural land (sq. km),AG.LND.AGRI.K2,,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,1000,1000,1000,1000,1000,1000,1100,1100,1100,1130,1140,1140,1140,1140,1150,1150,1200,1220,1240,1260,1300,1320,1330,1350,1350,1350,1350,1330,1330,1330,1330,1330,1330,1330,1330,1330,,,
Cape Verde,CPV,Agricultural land (sq. km),AG.LND.AGRI.K2,,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,670,670,680,680,690,690,690,700,700,720,720,710,710,730,740,740,750,750,760,760,780,780,780,780,840,840,,,
Costa Rica,CRI,Agricultural land (sq. km),AG.LND.AGRI.K2,,13950,14100,14200,14850,15550,16350,16360,17160,17900,18560,18870,18870,20480,20480,21220,22050,22870,23600,24430,25160,25990,26790,26820,27480,26810,26120,25390,24630,23780,23050,22380,21600,21130,20950,20480,19950,19530,19150,18880,18400,18330,18260,18290,18220,18050,18150,18000,17930,18160,18190,18190,18120,18170,,,
Caribbean small states,CSS,Agricultural land (sq. km),AG.LND.AGRI.K2,,22340,22370,22400,22420,22200,22340,22330,22350,22390,22320,22410,22390,22530,22549,22540,23360,24240,25150,25982,25975,25968,25800,25672,25725,25778,25842,25960,25990,26060,26149,26238,26297,26637,26585,26510,26464,26360,26245,26284,25977,25902,25732,25790,"25666,3",25197,"25189,1","25129,9",24990,25165,25126,25126,25088,25188,,,
Cuba,CUB,Agricultural land (sq. km),AG.LND.AGRI.K2,,35500,38050,40380,47550,45480,45100,46210,47270,47450,50220,50730,55810,58510,56310,58100,59970,60380,59480,58620,59370,59380,60830,61790,61420,62220,64510,67260,67880,67720,67410,67550,67750,67300,66860,66840,66150,66870,66740,66600,65540,66560,66540,66380,65280,66370,66300,66200,65670,65140,64609,64079,64056,63423,,,
Curacao,CUW,Agricultural land (sq. km),AG.LND.AGRI.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Agricultural land (sq. km),AG.LND.AGRI.K2,,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,,
Cyprus,CYP,Agricultural land (sq. km),AG.LND.AGRI.K2,,4040,4020,4050,4030,4020,4000,4010,4010,3990,3980,3960,3940,3942,2870,1803,1780,1760,1745,1725,1715,1759,1820,1830,1820,1628,1632,1624,1614,1614,1606,1592,1596,1587,1434,1431,1432,1422,1442,1442,1415,1400,1400,1540,1560,1670,1570,1472,1156,1276,1140,1163,1164,1090,,,
Czech Republic,CZE,Agricultural land (sq. km),AG.LND.AGRI.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42820,42840,42800,42800,42800,42840,42820,42800,42780,42720,42690,42650,42600,42540,42490,42440,42390,42340,42290,42250,42190,,,
Germany,DEU,Agricultural land (sq. km),AG.LND.AGRI.K2,,193750,193930,194020,194580,195340,195310,194120,192850,192540,190230,189520,189490,188970,188210,187920,187580,187090,186590,185940,185190,184610,183960,183300,182840,182440,182080,181250,180970,180560,180320,171360,169510,171620,173080,173430,173370,173270,173730,171520,170680,170340,169670,170010,170130,170310,169460,169500,169210,168860,167000,167190,166640,166970,,,
Djibouti,DJI,Agricultural land (sq. km),AG.LND.AGRI.K2,,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,12990,13360,13710,14010,14010,14510,14810,15010,15010,15510,16010,16810,17010,17010,17010,17010,17013,17015,17012,17013,17016,17020,17020,17020,,,
Dominica,DMA,Agricultural land (sq. km),AG.LND.AGRI.K2,,170,180,170,170,180,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,180,180,180,180,180,180,180,170,170,170,170,190,210,220,220,220,220,220,220,220,220,230,250,250,250,250,,,
Denmark,DNK,Agricultural land (sq. km),AG.LND.AGRI.K2,,31600,31410,30880,30680,30330,30270,30230,30170,29910,29750,29510,29560,29860,29320,29370,29330,29270,29210,29200,29050,28970,28870,28460,28550,28340,28190,27980,27870,27740,27880,27700,27560,27390,26910,27260,27160,26880,26720,26440,26470,26760,26650,26580,26460,27070,27100,26630,26680,26340,26260,26900,26240,26090,,,
Dominican Republic,DOM,Agricultural land (sq. km),AG.LND.AGRI.K2,,21900,22050,22200,22350,22500,22650,22800,22900,23300,23350,23440,23700,24050,24250,24550,25100,25400,25650,25900,26200,26250,26300,26300,26300,26300,26370,26370,26370,26410,25460,25460,25460,25460,25460,25760,25750,25000,25100,24670,25150,25150,25150,24350,24170,24170,24170,24170,23970,23970,23970,23970,23520,23520,,,
Algeria,DZA,Agricultural land (sq. km),AG.LND.AGRI.K2,,454710,449000,445100,441640,441670,441670,442510,442030,442030,442160,454330,453960,443040,443360,437530,440210,438320,438430,438200,438300,391710,391070,392820,396100,390510,386880,387790,388170,387600,386760,386220,388650,388620,396400,396490,396360,396900,398260,397310,400210,401090,398550,399057,411450,412110,411810,412520,413090,413800,413740,413880,"413986,9","414316,4",,,
East Asia & Pacific (excluding high income),EAP,Agricultural land (sq. km),AG.LND.AGRI.K2,,5695265,5728138,5763072,5798590,5840674,5880721,5922565,5962256,6009448,6061119,6099817,6157592,6220587,6299315,6353394,6271584,6346094,6411680,6453938,6504087,6562650,6665024,6776293,6882498,7037250,7123358,7214637,7289519,7363462,7435437,7464795,7468085,7469894,7510080,7521237,7524988,7639832,7647321,"7677190,9",7686366,7672296,7662348,"7511071,4",7544636,7543623,7523111,7550197,7572108,7596712,7606413,7618405,7629993,7639128,,,
Early-demographic dividend,EAR,Agricultural land (sq. km),AG.LND.AGRI.K2,,11599250,11595580,11579690,11569230,11563440,11563410,11560440,11563910,11562570,11568565,11573940,11615250,11635670,11642550,11644800,11650320,11669340,11686830,11716285,11714530,11679986,"11716009,4","11727815,4","11825786,6",11924622,12004402,12128583,12191062,12275058,12367376,12376369,"13062046,8",13344079,13345300,13373133,"13410749,6","13439266,2","13470255,2",13505819,13527198,13548635,13547755,13598683,"13696946,8",13556152,13590532,"13645084,8","13642669,4",13662746,"13700776,9","13720455,6","13748601,8","13761681,4",,,
East Asia & Pacific,EAS,Agricultural land (sq. km),AG.LND.AGRI.K2,,10573658,10628171,10690515,10752713,10834468,10885365,10952769,10973000,11058482,11138743,11190131,11262966,11350781,11436219,11483788,11414338,11395948,11442274,11522542,11597141,11658844,11708368,11749977,11873662,12024864,12090492,12182421,12268293,12288216,12332851,12345881,12378911,12320790,12440436,12391303,12412244,12496118,12518837,"12447586,9",12479612,12462682,12332004,"12102779,4",12142304,"12189465,6","12062801,5",11995754,11934359,11877008,"11780924,4","11902860,3","11870931,3","11790110,7",,,
Europe & Central Asia (excluding high income),ECA,Agricultural land (sq. km),AG.LND.AGRI.K2,,580230,582530,590200,590360,591170,593610,592450,596940,608680,603480,604580,609650,608190,604170,599430,601310,603040,603350,611820,608420,608560,594500,589860,598900,604310,607980,617970,616510,619330,617260,621530,6489522,6463096,6455530,6393246,6374508,6395435,6381209,6376317,6383597,6374252,6358938,6341790,6327688,6317686,6358320,6340206,6322976,6315925,6370978,6364832,6363380,"6385886,3",,,
Europe & Central Asia,ECS,Agricultural land (sq. km),AG.LND.AGRI.K2,,2536165,2534970,2536589,2528358,2520211,2517511,2513833,2507954,2517474,2490656,2470656,2468344,2459822,2449895,2440309,2432840,2431579,2431327,2435073,2426875,2422751,2405878,2388969,2395448,2396582,2396293,2403707,2396893,2398595,2390237,2361288,8321713,8352316,8339143,8260557,8239463,8253693,8239728,8227693,8229128,8199845,8168691,"8134842,3",8116761,"8106982,5","8141227,2","8105021,2",8090649,"8071547,8","8109355,3","8095271,4","8087612,2","8107339,1",,,
Ecuador,ECU,Agricultural land (sq. km),AG.LND.AGRI.K2,,47100,47100,47200,47200,47300,47300,47400,47350,47950,48550,49150,49750,50350,51680,53850,55550,58350,60050,61900,64780,67590,69600,70950,72550,74200,75800,77210,77260,77530,78460,79140,79530,79750,81290,81080,79870,80120,80270,80750,80660,77850,74900,72500,75270,75000,74440,74120,74450,75344,74977,73461,75069,75140,,,
Egypt,EGY,Agricultural land (sq. km),AG.LND.AGRI.K2,,25680,25050,24900,25060,26720,27800,28010,28010,28350,28430,28520,28550,28550,28430,28250,27300,26350,25400,24470,24450,24680,"24452,4","24347,4","24582,6",24970,25670,25470,25810,25710,26480,26430,"29962,8",32460,32460,32830,"31764,6","32449,2","32596,2",34830,32910,33380,34240,34090,34780,35230,35330,35380,35420,36890,36710,36200,36960,37610,,,
Euro area,EMU,Agricultural land (sq. km),AG.LND.AGRI.K2,,1358037,1356951,1354885,1348276,1344045,1340214,1339344,1331571,1332245,1317932,1298057,1293527,1287743,1284204,1280551,1271819,1270556,1270956,1267200,1263425,1262306,1260497,1249774,1247047,1244902,1242096,1240344,1232826,1233351,1228434,1196789,1269644,1290877,1286612,1270333,1272025,1266058,1266452,1263417,1272678,1258616,1251615,"1242385,3",1236071,"1240317,5","1225592,2","1215488,2",1216473,1208476,"1208198,8",1197409,"1194482,2","1192778,8",,,
Eritrea,ERI,Agricultural land (sq. km),AG.LND.AGRI.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74000,74060,74070,73380,73600,74670,74670,75300,75320,75320,75670,75000,75220,75720,75720,75720,75920,75920,75920,75920,75920,,,
Spain,ESP,Agricultural land (sq. km),AG.LND.AGRI.K2,,332300,332320,331370,327530,326940,321560,323820,321590,325270,321190,326840,325680,322800,320780,319210,315160,315900,314780,313550,312380,312060,311910,307910,306280,307120,306100,306010,305780,307010,304720,303710,302790,300330,301830,297190,301390,300590,299580,297780,297660,295200,294190,291530,290710,291640,286130,280040,281420,279700,275450,270140,269420,269420,,,
Estonia,EST,Agricultural land (sq. km),AG.LND.AGRI.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13740,13200,11010,9910,10050,10230,10430,10010,9860,8900,6980,8290,7700,8820,8990,9140,9070,9310,9490,9450,9560,9660,,,
Ethiopia,ETH,Agricultural land (sq. km),AG.LND.AGRI.K2,,578360,582490,583800,583300,586750,587700,588500,589700,592000,591500,593400,595300,594800,594300,593800,593300,593100,592890,592770,591150,588600,586050,583480,578900,576900,573850,570300,567750,565200,563120,561580,561050,305400,304720,305000,305000,304920,305080,306760,306620,306054,304980,316070,331010,335910,342190,350770,345130,349850,356830,363252,364880,362590,,,
