Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Antigua and Barbuda,ATG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,"4,3475521391","4,9108150824","4,9206714187","5,327836976","5,0452691962","5,2973450211","4,9422931117","4,7812616185","4,3166847861","3,8941515278","3,5569215562","3,1408426842","3,1344733546","3,3807829181","3,0279890123","2,7568072803","2,4382780976","2,2737802799","2,3053983107","2,2016934843","2,2175611387","2,2415499929","2,2561911755","1,9266891576","2,0419791035","2,0999824913","2,2150857827","2,210319172","2,115463367","2,1467485442","2,0433305295","1,8850290176","2,4118827097","2,5448671849","2,6405332047","2,4253033913","3,1007964864","3,2630342633","3,1869613897",
Australia,AUS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,0332385696","13,749437838","13,8063848838","14,0063793451","14,3734896574","14,4033201946","13,9790744003","13,5029725307","13,646399049","13,0406908511","12,6070806351","12,079783667","11,5369055404","11,9152484129","11,9448464608","11,2759640412","10,770180412","10,1041857903","9,9904003821","9,0745810265","8,6389323971","7,9596843499","7,584889473","7,129042841","6,8820505749","6,8321769586",
Austria,AUT,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,"25,1399195247","24,4790645791","24,8202986536","24,0723634821","23,9136027675","23,4449845296","22,7119033233","22,6619856433","22,4500438614","22,7524352357","22,6521844774","21,9722565728","22,1377795045","22,0076589858","22,1072682186","21,645275284","20,8516248344","19,682383476","19,553145008","19,9548485951","19,7607767583","20,1114315484","19,9786755326","20,2186985216","20,5192753521","20,6537366534","19,9556740913","19,6379786783","19,5501105545","19,6902880656","20,0696750764","20,4519948352","19,5950476422","18,4620736807","18,6736420405","18,7667073879","18,932930802","18,6473964895","18,5372542276","18,906429811",
Azerbaijan,AZE,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,3126634292","17,6552271375","23,9305571315","18,8135876841","12,9178902714","12,5022858884","11,5932357872","9,0640535569","8,6817870416","6,2903003392","5,6391605864","6,7160552313","8,0790074926","9,3561081501","8,927804311","7,018227367","6,1077213809","4,0852689475","5,0434462169","5,9994205816","5,1346145141","4,2369268614","4,3792797237","4,516355962","5,1515534064","5,7676374353",
Burundi,BDI,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,"7,2740044693","7,8437249234","8,7866525308","10,0110617031","10,2456120853","9,1889324385","8,9111281364","9,0541425698","9,2850221555","10,4779570494","7,44001045","7,7118603076","8,9108019165","8,9390969984","8,616632067","8,0588617525","8,7657870585","11,5441056071","11,0128597129","13,3073378235","12,9360760494","14,2018047667","9,5897182402","9,3979441997","10,7398016844","9,4615599767","6,7225959488","10,962936436","11,1143603818","11,3685847954","11,8781372962","11,5710683889","11,7141981651","11,9501037865","12,4188096997","12,9451005138","11,3128957014","12,0749685162","10,4899891621","10,6465001377","10,1423915492","9,670815871","9,1237567383","9,4555968002","9,7464703828","9,5720466117",
Belgium,BEL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,4347496067","20,3021851452","20,6118200546","20,3564720366","19,4893615461","19,5592499248","18,9618803455","18,7113782926","17,9370063043","17,8941164047","17,6409397949","17,0026433578","16,8980766652","15,8671620472","14,2839136983","14,7210839188","14,2505850974","14,0784324358","14,000679007","13,9898760816","14,2688718088",
Benin,BEN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,"11,4215087293","11,0838891534","11,1827997081","12,7399168617","12,2349750242","9,1949015631","9,0295928087","10,7610743486","8,8652082232","7,9704688133","6,6397060003","9,0974559377","8,6727383834","7,9251034289","7,8882495192","7,1808945289","7,1717897196","8,1305480322","7,8356684133","7,3760068687","7,1604062023","7,9414682317","7,4262478213","8,0545444301","8,0773718058","8,275149107","8,4685790327","7,9871139868","23,8558707807","23,678047578","23,4080818299","23,5477727225","22,944579028","21,4832558358","21,6","20,9077659796","18,8079048869","16,7927006781","16,3407962719","15,7018265592","14,9374562498","13,8685933864","14,6058713304","14,9122807018","13,7235996327",
Burkina Faso,BFA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,"11,6545422286","10,9909259743","11,6038384802","11,6005550664","11,4202917102","11,7130027712","13,2815462223","15,360062505","15,8574561845","16,3809105505","17,1133987572","18,2112232287","19,1087906902","19,9441995145","19,3909560874","19,0463400892","18,8246010409","17,5470027201","16,2787433184","16,3579841134","15,2403989198","14,8683756192","14,8653050974","16,3611739866","15,436343685","13,830418769","14,3922028455","15,5641074251","15,7980013242","15,156134423","15,3776915507","14,0207387473","15,1587781685","14,7644917467","14,4986939406","15,2335872115","14,4772337117","15,6467786352","14,9345018661","16,5894468733","13,1586262883","13,1349525361","11,1131740986","14,2618109498","14,406142903","11,6890085162","11,3409873676","11,0649967049","8,3214948122","9,2284823671","7,8998155725","7,7137788517","7,5178037776","5,9121718181","5,9872591498","6,5078866178",
Bangladesh,BGD,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,"5,3099107972","5,4705885421","5,4486651414","5,359331468","5,5140487182","5,445473719","5,9980640819","5,5829034182","6,1534382024","5,8510636584","5,8046828349","5,4852183483","3,9838481506","8,5217695346","9,2513237156","7,0422756804","9,2839229843","11,2262091855","9,9109960483","9,8614515866","13,826635543","13,3578754431","13,3550192028","14,3362143411","14,7868991403","13,7247386883","13,5124393057","12,7944971073","12,7072300822","12,305370282","12,634840478","13,4123456205","13,9063754046","14,905395117","15,2927539868","15,3348210562","14,7281034944","14,8562042498","15,6284730429","15,1090377181","14,6868455082","14,9226588017","15,0716522214","14,9391234849","15,2258157502","15,5608104952","16,1346341406","16,7390365921","16,9276129245","17,2164429815","16,8886566405","16,856219663","16,8156932011","17,2727471373","17,4323008855","17,6114419829",
Bulgaria,BGR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,BHR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,"16,2248510491","15,5149934811","12,4088123723","11,9054400456","12,4480762683","10,1085135824","13,8624640586","16,0261812785","18,1544644781","17,2282508433","16,7230948189","15,8485337328","13,9258788625","15,351460134","16,0864327846","19,0526970561",,,,,,,,,,,,,,,"14,4822350409","15,0475970425","14,8581441894","14,8172062873","14,9280933711","17,3429420028",
Bahamas,BHS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,9994579822","4,3943638538","5,6227403255","5,147612884","4,9152585353","4,8519419937","4,1691346506","5,048302519","4,4999208765","3,8289713128","5,2244056019","5,5353364003","4,2351601677","4,7891865006","4,5878096892","5,096046618","4,5138606877","4,8073065059","4,3848847137","4,0307050956","3,9796249256","4,0305207928","4,1968570116","5,6544926596","4,5162431557","4,5844703817","3,2650472107",
Bosnia and Herzegovina,BIH,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,5056036178","11,4364985203","13,9299628666","13,6685041875","14,7007051978","13,0319086736","10,1014349272","10,3680183705","10,2512994001","10,6084034966","11,3692103011","12,0959621567","12,6096106486","13,6324444022","13,526151541","12,6349836381","13,2526385426","13,315827113","12,8904668225","13,2402635116","13,3016440584","14,1231901675",
Belarus,BLR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,1658767773","42,1650717703","40,5381206681","30,0048688126","29,8197181002","30,9818555983","33,3299241335","34,839672553","33,9013916238","32,506796971","31,6407701077","30,5174199152","30,1907689023","31,4943479638","33,319793257","29,4725139593","28,8619283426","29,0216239033","30,6314596878","27,7701595428","27,5147067835","31,9352226783","29,9267243343","26,3083271894","25,1947284984","25,9344020336",
Belize,BLZ,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,"17,903930131","15,1318165403","23,9130434783","20,3409758965","16,5023847377","18,2718271827","19,6500672948","16,7176573427","15,5804480652","18,5517529215","18,501788067","16,4285714286","13,0882762462","12,0052689399","11,7780070021","11,146253872","11,2967123703","11,2360425601","11,6321848813","11,1748696937","11,0065163022","10,3601330622","10,8700889927","10,3060567609","9,6554440647","9,0139905169","9,0212369577","8,9385280419","11,8004541997","12,8233015466","14,4369489041","13,0435712096","14,045749622","15,4633714822","13,8350690893","11,4581512353","9,9400304854","8,5788057647",
Bermuda,BMU,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,2193648782","2,2426591503","1,7938198751","1,8304229154","1,7298452327","1,7375775963","1,5011024348","1,5306464165","1,3776773144","1,347902407","1,2142246038","0,982554574",,,,
"Bolivia, Plurinational State of",BOL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,"14,1345560356","14,282240415","13,4972403412","13,4317862166","12,7140569176","12,8503759072","13,2371001568","12,9919370321","12,8096161516","13,4401789893","14,4472691812","16,4197763139","8,2220791119","12,7539492276","11,9683669699","17,3396595169","20,4183093374","18,5740860522","19,4464169581","18,5484831144","18,4956974687","19,4950574746","19,072407919","18,8090159734","18,7020279924","19,0085020744","18,9646782076","16,7806560064","16,2579324365","15,4888930042","15,3262956986","15,317656431","14,991137437","14,6799093371","14,4341902443","14,175894475","14,3760355012","14,6826338332","14,4063268141","14,4054846991","13,9423249471","13,243226582","13,4449289633","13,2314641235","12,9843397308","13,1747084602",
Brazil,BRA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,"29,6074955141","31,3846067778","26,7483021394","30,1773508871","26,6146519189","26,1968678136","27,6150410273","26,0670204053","28,3477757018","28,8513255323","29,3170531456","29,1913585699","29,3981991882","29,8050990971","30,5522401196","30,2636699455","30,3970775129","29,3448329863","30,72027149","31,0410391364","33,4852519234","32,9200834282","34,5599624848","33,1897508524","33,8725563888","33,7474891998","32,9690817995","31,9564880307","30,9547164563","29,5288025153",,"25,3433705128","24,6559312772","24,9536868527","26,7898838977","18,6157115008","14,9462663439","14,8132700244","13,8146116019","14,2136576645","15,2713109143","15,3715296558","14,4833075372","16,8799299933","17,78659456","17,3596727185","16,5885745795","16,5996702777","16,5232362591","15,2741527187","14,9675082755","13,8714223195","12,5818889258","12,3107234043","11,673484784","11,4022977956",
Barbados,BRB,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,4117661857","9,7900666195","8,811199127","8,3713850621","7,8786568657","7,8293379183","7,7366340178","7,8071856537","7,7387339158","7,4776172243","7,5890087382","7,6380518603","7,3857606486","7,928591508","7,6158727554","6,8749776181","6,457871343","6,1184104721","6,145456693","5,8441271583","5,8322449064","5,4979213804","4,7112962582","4,2013667161","3,5862515093",,
Brunei Darussalam,BRN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,"8,6767066738","11,6950620849","14,163419698","11,9712311914","11,9133901069","10,7100096767","11,8158732565","9,930077511","9,9063065038","10,0444367853","10,1257978559","10,1131277169","10,3785341538","10,0501646296","10,1019428234","12,4268418648","11,13511832","12,4663236904","12,8953558327","12,2728384082","12,0157680602","13,0039985097","12,760661306","14,9990112738","13,6641386431","13,5467641401","15,3631171224","15,7255681197","15,6841335146","15,3157279297","13,2873788981","12,3076094693","10,5635966597","10,3811252269","13,7077836444","13,9693683422","14,9063670412","16,435652062","16,6239549637","16,498078537","16,1050933395","14,5291933851",
Bhutan,BTN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,"2,8864058613","5,7077460732","5,6195440356","6,4287214723","6,4747412745","5,9503224875","5,1588522577","5,80625091","5,4181065543","7,5683069295","7,9059891049","8,7559017097","9,0227669785","9,0882409324","9,4852704094","10,6987312957","11,5980181373","10,227214923","9,546266191","8,9357843988","8,3826715115","8,5480359489","7,6564540319","7,4293541806","7,495378765","7,3888606005","7,8756848407","8,4000866088","8,6455257954","8,4300288118","9,0862174517","8,6943032038","9,4096536302","8,7892834617","8,5862160488","8,3485124469",
Botswana,BWA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,"11,5853658537","7,8590785908",,,,,,,,,"7,2269254594","7,3457723987","6,735225956","7,1395933288","5,7469304229","5,0893796004","6,9915254237","7,7144721105","6,6994900651","5,5993935426","5,4379051735","5,9651791404","5,8832135774","5,4136572554","5,2355709095","5,1155930941","5,312288551","5,4782117309","4,7734454428","5,2946986533","5,6355651711","6,0052565906","6,1104458688","6,724933755","6,0534941992","6,1406620696","6,3307742496","6,4728074397","6,2307595393","6,2380999908","5,501477717","5,8167157142","6,97476641","6,4242464683","7,2266736714","7,1477345803","6,2596531546","6,4583265521","6,4847603861","5,9861900132","6,3435657724",
Central African Republic,CAF,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,"4,0229885057","4,6831955923","5,5702917772","5,5825242718","5,2752281479","6,8376068376","6,6801632956","7,3500981335","7,7946768061","7,7496259314","7,5496885225","6,1264850177","6,5348257154","8,3656074078","8,2633059008","7,1924294759","7,4282486052","7,722180951","8,6810087888","8,3461538462","9,8316566232","8,2107541965","8,9302352589","10,0651074666","10,255500258","11,6532346801","12,1513511731","11,2326897879","11,2302966356","10,0242930846","10,4023620463","7,7353185709","6,08664846","6,2228010366","6,2169598045","6,1630328492","5,9998886224","6,187082601","6,0863191181","6,1133324009","6,4077678341","6,5384906205","6,6475210343","6,7047432809","6,7942401083","6,7441498617","6,6013779325","6,5364030113","8,611052047","8,0735686073","7,2041419353",
Canada,CAN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,1206064839","11,6624444606","11,1179060164","11,0628480008","10,9908075742","11,0893322298",,,,
Central Europe and the Baltics,CEB,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,3707413442","22,0987144764","22,2714141675","21,7523541694","20,8527155375","20,9642938202","20,7133984335","20,0606761862","20,3402015963","21,1130816592","20,9585899911","21,1611358027","20,8713833054","20,2262043893","19,3010139485","19,9081093075","20,4609843466","20,4240891638","20,2363428258","21,2520734761","21,47245912",
Switzerland,CHE,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,6686154632","20,490787131","20,1198714884","19,8971204586","20,2487964074","19,8078245991","19,5143725114","19,6309848799","19,2237872194","18,9944869099","18,4664669856","19,1800488173","19,5866800056","19,3849143055","19,4631842961","19,6018018421","19,9661912732","20,1269845499","20,4148758468","19,0826264526","19,1919432078","19,508693744","19,0180519137","18,898313913","18,5909562575","17,9599108066",
Channel Islands,CHI,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,"21,1600404392","23,2572890458","23,1378481801","23,2166695688","24,7589867385","24,043715847","23,166023166","24,1791044776","25,7510729614","25,2941176471","25,8762886598","24,6227164416","23,5092235092","27,263952264","29,8899358967","20,4242619857","23,5559823811","22,116345451","22,9038383038","21,5675030403","21,5160456302","22,2746401599","18,4907701634","21,1815891175","24,2251230043","16,1964013667","18,6920583218","18,366351687","18,8874551055","18,8651111319","19,5729641008","20,4598735057","20,4885959603","18,5471818485","18,3620776506","18,0856754544","19,3636598473","19,2073725116","18,9268248626","19,1743480195","16,8898884787","17,5768864838","17,5727229921","16,1379705808","15,6103184984","14,6736585908","13,8074262011","13,0125529371","12,2323821977","12,265331399","11,751365923","11,9432601373","11,816957467","11,858068281","11,6680336669","11,9274432906",
China,CHN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,"31,5251124054","27,8797347007","25,8067426753","29,2916013658","33,346308681","34,6216287598","35,6028914747","35,7214642624","35,1785833716","37,5988880408","37,0013652212","38,7650216923","40,1018296409","39,6191830752","39,8638504447","37,973297277","36,7801056314","36,0232324237","34,9463214536","34,4153644287","34,6379407779","34,1262531089","34,2893281271","33,9302547774","32,304319919","32,1564169757","32,4102908088","33,646989073","33,3240858967","33,3543434225","33,2144427769","32,8739943035","31,5446831675","31,2821144931","31,7776476828","31,2911113878","31,0577229517","32,4662797558","31,9750622466","32,0939248629","32,4523243323","32,3665790248","32,0921805671","31,5452201406","31,5430915001","31,2819313986","30,6555821674","29,7378424665",,,
Côte d'Ivoire,CIV,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,"9,1393082649","11,0890264569","12,1996997207","9,7414848041","9,239898275","10,2908245388","10,3392962112","11,0920401843","10,1591847194","10,230046656","9,3948470716","9,4075400298","7,6403322847","7,6845400984","8,1289527081",,,,,,,,,,,"17,4505076055","16,5776340382","16,5831869927","15,4323260552","14,741790005","15,0492451708","14,5930788076","17,2847835441","16,1951655885","16,574181074","17,2113436452","16,1576221312","14,2584617886","12,3151784863","12,4652809744","14,4604463836","14,2306950176","14,5570028561","14,2965826085","13,3845771361","12,6258091155","13,3264733609","13,0051416377","12,711499892","12,6522050767","12,5307721099",
Cameroon,CMR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,"9,5238095166","9,6604494359","9,7698655978","9,2664089551","9,8217442587","10,2451326238","10,3347037194","10,3813550039","10,2406800375","9,8209127273","10,2890739535","10,5415201865","8,9568293353","8,2398719731","8,0930821725","9,5965730855","10,4595084217","12,0658492739","11,6471812234","12,1383466928","11,528170928","12,3887260662","13,2030971912","13,5722877228","14,3833083858","14,5191838893","14,4798039835","14,2925953784","21,448381584","22,3040445462","21,6623083197","20,0627843978","19,5151413186","20,7213480108","20,9989813756","20,831636275","20,9391950018","20,6391323599","20,2497187445","19,2381646025","18,6653153177","17,7731978686","14,8511409437","15,0266387614","16,2296412964","16,2108976646","14,5084411539","14,7810937092","14,3883007393","14,3145934045","14,0159438404",
Congo,COG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,"9,3797322239","8,4313807843","7,491673141","6,3319161898","4,7746490141","5,5180191441","4,8513489828","5,6242284714","9,6445651826","8,6534244679","8,636875569","6,8608160647","8,3464566929","8,937166645","7,8954147347","7,9857913432","7,7568304898","8,1329293694","6,7015465107","5,458434757","6,9559168768","5,4647071","3,4765539804","4,5110579505","5,3209178583","6,0242149818","4,9800472351","3,999127916","3,574432296","4,0315210354","3,4648674714","4,4712858573","3,7828167153","3,6324346222","3,8383014094","4,29632134","4,7393939246","7,3263752909",
Colombia,COL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,"19,6823558825","19,3076428803","18,850735472","18,2012970109","18,3394936049","21,1547062725","20,8381992101","21,7798632611","23,1846294571","23,6525894397","23,712444459","24,6857638356","24,3428586096","23,7632122471","23,0257163128","23,9323230948","21,9273827801","21,8291032191","21,5038904016","22,6071519659","21,9670107537","23,1876044949","21,0519208918","21,9460093957","21,615696459","20,5790152328","20,9002397162","19,7731440467","20,4867362807","16,1309656059","15,9191900197","15,4921862165","14,9151457418","15,0731810358","14,7783844171","15,0127371092","15,24908899","15,1711190827","15,452762966","15,7026899782","15,4464936826","15,6478560212","15,9006299932","15,2458556671","14,3211015701","13,9294980316","13,5302160144","13,3582994519","12,8527566536","12,4485592259","12,2094293455",
Comoros,COM,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,"3,9127768686","3,8549480136","3,6714974072","3,5673945783","0,364077666","3,6686370039","3,6644748469","3,7435417465","3,8400542293","3,995457091","4,2086552869","4,1777969266","4,4480399671","4,4980705327","5,9650166126","4,1630189375","4,1625203546","4,1628072292","4,1635625321","4,1631803234","4,2962996201","4,1627067098","4,1866956117","4,1867188653","4,1861088318","4,0704162527","4,044360119","4,0785859415","3,7866326687","5,0402693603","5,2228808055","5,979227414","6,2835305133","6,79956357","7,1154617173","7,502385789",
Cape Verde,CPV,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,3833804044","8,4385035912","7,2804391094","8,7003066857","12,6079988747","12,5778812111","13,504047414","9,5680543912","13,2428880449","12,7292489577","13,0560161281","11,7348473185","12,1807584073","10,0961772431","9,262925466","7,1968607219","7,544178037","7,0046803559","6,4081947266","6,4534606169","5,8076097404",,,,,,,,,,
Costa Rica,CRI,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,"24,7622805799","25,8555136453","25,1248345816","24,4155252526","24,0343621715","24,4815077959","23,9571021857","22,6239971821","22,42149792","22,8123780551","21,5550303196","20,8975460299","20,8818013774","21,1421145852","21,4428439686","20,8112198883","20,6062613154","20,3189063995","19,3866727519","19,3249918324","18,9280327552","18,6857905613","18,6954099007","18,3522219357","18,0717207793","16,9394887978","15,5466219493","15,7834643437","15,3199269443","14,7567355549","13,7845311588","13,4079485008","13,0367669489",
Caribbean small states,CSS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,7507281641","10,7127317851","8,8066695033","8,6701198379","10,2740626081","9,6888628028","9,8249000799","9,0929862044","9,2431425643","8,814464628","8,4265392265","7,8362796221","7,5447265373","8,2410618074","7,7722306314","8,2541494029","7,0488395988","7,7273341154","7,6786346296","7,3743367787","7,6598478735","7,7325690911","7,6244554994","7,7113577793","7,5273069107","7,0040072428","7,2170308651",
Cuba,CUB,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,"8,6408373107","8,6424413476","8,6427120661","8,6410081032","8,6353683649","8,6426585083","8,6504644957","8,6440657631","8,6324925924","8,6072099801","8,6791889878","8,6895544325","8,6121162839","8,5748239531","8,4815594795","9,0465173574","8,7412924185","8,2310219166","8,3908615176","8,0240522787","7,6572580561","8,1490782398","9,4312573077","9,604408202","13,0234042226","14,5796664082","13,849285132","14,0152700113","14,6466267631","15,5646541971","17,740357362","16,3862902836","14,8849396624","12,2343221675","10,8693207919","9,4812866703","9,3625240577","10,0619066242","10,9163929164","10,6890864196","10,5578959993","10,7212327447",,,,,
Curacao,CUW,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
